190113,ADMINISTRAÇÃO REGIONAL DO CRUZEIRO,5390295,29421
190104,ADMINISTRAÇÃO REGIONAL DO GAMA,3852242,50273
190112,ADMINISTRAÇÃO REGIONAL DO GUARÁ,7987857,36527
190130,ADMINISTRAÇÃO REGIONAL DO ITAPOÃ,10330333,31891
100101,VICE-GOVERNADORIA DO DISTRITO FEDERAL,9150940,97349
220101,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA DO DF,485288208,8688135
190121,ADMINISTRAÇÃO REGIONAL DA CANDANGOLÂNDIA,2763271,52363
190106,ADMINISTRAÇÃO REGIONAL DE  BRAZLANDIA,2677270,14813
190103,ADMINISTRAÇÃO REGIONAL DE BRASÍLIA,7118804,157791
190111,ADMINISTRAÇÃO REGIONAL DE CEILÂNDIA,7519259,100463
120901,FUNDO DA PROCURADORIA DO DISTRITO FEDERAL,21926,190
440905,FUNDO DE APOIO E APARL. DO CENTº DE ASSIST JUD.DF,11576791,2143
180902,FUNDO DE ASSISTÊNCIA SOCIAL DO DISTRITO FEDERAL,731985,493
10901 ,FUNDO DE ASSISTÊNCIA À SAÚDE DA CLDF.,45671657,649966
110903,FUNDO DE DEFESA DOS DIREITOS DO CONSUMIDOR,16900456,3701
130901,FUNDO DE DESENV. DO DISTRITO FEDERAL - FUNDEFE,2665926,0
280901,FUNDO DE DESENV. URBANO DO DISTRITO FEDERAL,63588890,0
210902,FUNDO DE DESENVOLV. RURAL DO DISTRITO FEDERAL,7089411,0
160903,FUNDO DE MANUT. E DESENV. DA EDUCAÇÃO BÁSICA,88295,0
140905,FUNDO DE MELHORIA DA GESTÃO PÚBLICA - PRÓ-GESTÃO,1053301007,650596
220906,|FUNDO DE MOD., MANUT. E REEQ. DA PCDF - FUNPCDF|,615437,0
